date,open,high,low,close,volume,stock,date_refreshed
2024-03-04,40.2700,40.7500,40.0200,40.0800,21988000,PETR4,2024-06-14
2024-03-01,40.3500,40.8500,40.1400,40.1800,31248500,PETR4,2024-06-14
2024-02-29,40.5900,41.2400,39.8500,40.1400,61899800,PETR4,2024-06-14
2024-02-28,42.5200,42.9400,39.8300,40.4300,112322000,PETR4,2024-06-14
2024-02-27,42.7000,42.8200,42.3800,42.6300,27678100,PETR4,2024-06-14
2024-02-26,41.9000,42.7300,41.8300,42.6900,25885700,PETR4,2024-06-14
2024-02-23,42.1400,42.2400,41.6100,41.9000,43924500,PETR4,2024-06-14
2024-02-22,42.6700,42.6800,41.8000,42.1900,32162800,PETR4,2024-06-14
2024-02-21,42.4500,42.7200,42.1300,42.5100,20873800,PETR4,2024-06-14
2024-02-20,42.7700,42.8200,42.1000,42.4500,42375400,PETR4,2024-06-14
2024-02-19,42.7600,42.9400,42.5600,42.9000,12826700,PETR4,2024-06-14
2024-02-16,42.0900,42.8900,42.0600,42.6900,37268900,PETR4,2024-06-14
2024-02-15,41.0100,42.3000,40.8500,42.3000,33246400,PETR4,2024-06-14
2024-02-14,41.1000,41.4000,40.8600,40.9900,18315300,PETR4,2024-06-14
2024-02-09,42.1400,42.3300,41.3000,41.3000,30388000,PETR4,2024-06-14
2024-02-08,42.3000,42.4500,41.8600,41.8600,25589100,PETR4,2024-06-14
2024-02-07,41.5200,42.2000,41.4200,42.2000,30648100,PETR4,2024-06-14
2024-02-06,41.4500,42.3500,41.2700,41.5900,35474600,PETR4,2024-06-14
2024-02-05,41.0100,41.6800,40.9300,41.2100,27703000,PETR4,2024-06-14
2024-02-02,41.5800,41.7800,41.0200,41.0300,36485600,PETR4,2024-06-14
2024-02-01,40.7800,41.8800,40.6700,41.5700,61629200,PETR4,2024-06-14
2024-01-31,40.2300,41.2400,40.1800,40.7600,57978900,PETR4,2024-06-14
2024-01-30,40.1700,40.7400,40.0500,40.3200,34829000,PETR4,2024-06-14
2024-01-29,40.0000,40.5900,39.8300,40.5700,30547500,PETR4,2024-06-14
2024-01-26,39.1000,40.0900,38.9100,39.9600,41378200,PETR4,2024-06-14
2024-01-25,38.2600,39.2800,38.1300,39.2800,48655300,PETR4,2024-06-14
2024-01-24,38.2900,38.5400,37.7700,37.8800,25415300,PETR4,2024-06-14
2024-01-23,37.8400,38.3700,37.4300,38.1700,32498500,PETR4,2024-06-14
2024-01-22,37.5000,37.8100,37.2300,37.7000,22753700,PETR4,2024-06-14
